Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,0.27793877850932575,3.6805582556581626,0.5065726114031913,0.6149839189550139,Increase
Empty,Valence_BL,-0.3034440362637902,0.4878436676198249,-4.172575381145559,0.00013956430598910133,Decrease
