Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,229.66236351074815,1576.9450422691202,1.009006329388827,0.31813818041044883,Increase
Empty,Valence_BL,0.37136877633528576,0.8070207296177041,3.1881688554002987,0.00254760957680479,Increase
