Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,0.5709067485231547,2.894314906330225,1.3378219314036757,0.18767645746664466,Increase
People,Valence_BL,0.14500531156074373,0.5097880251747285,1.92918198102784,0.06002890943949082,Increase
