Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-0.14036831554812979,2.1533463182593775,-0.46093555386876706,0.6468842609081977,Decrease
People,Valence_BL,-0.32157648215589385,0.7930518891908924,-2.8672639748016975,0.00608838431027459,Decrease
