Condition;Metric;Mean;Std;t_stat;p_value;Direction_vs_Baseline
People;Arousal_BL;0.153797431;1.398048123;0.762162502;0.449771066;Increase
People;Valence_BL;0.509511863;8.024909756;0.439880552;0.662039829;Increase
