Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,0.11858672015906631,1.819976358953003,0.4467033813959381,0.6571852978906662,Increase
People,Valence_BL,0.11561005772609768,0.6884539111433425,1.1512500855522467,0.25557835962006087,Increase
