Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,0.23209037652800185,0.6039341401859609,2.6346108816816876,0.011439209591127562,Increase
Empty,Valence_BL,5.062682369281897,5.179788018135317,6.700660635882798,2.5651368947567027e-08,Increase
