Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-0.14413301794366537,1.915594620187213,-0.5158326177793322,0.6084419286236409,Decrease
People,Valence_BL,1.3794434120171333,1.9690654876707394,4.802779609313602,1.698504826871706e-05,Increase
