Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,-19.26090481637119,171.07916635064865,-0.7718421449494115,0.44415520721150636,Decrease
Empty,Valence_BL,-0.08367096870205315,0.3707895562848432,-1.547021084546362,0.12871111897307588,Decrease
