Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,2.5275362058921234,5.208867588236958,3.2910386571103203,0.0019461316888951651,Increase
People,Valence_BL,0.09297283896175894,0.5312295770163797,1.1870055821217425,0.24145398769862841,Increase
