Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-0.8110045137684179,4.328604508476481,-1.2568447077764713,0.21544119934109332,Decrease
People,Valence_BL,0.015281694105079712,0.9992937873824378,0.10258516743056234,0.9187583316053671,Increase
