Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,5.103249213773914,17.13729292581603,2.063123262280691,0.044649334174234986,Increase
Empty,Valence_BL,0.363566203850388,1.451381005475502,1.735492292122172,0.08920671220014352,Increase
