Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-28.10226630800021,203.74010406565193,-0.9456136884766463,0.34928653227362894,Decrease
People,Valence_BL,0.16532947926324038,0.6341207136216614,1.7874227741584134,0.08045860333314264,Increase
