Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-0.3637283896062057,1.5134520365643478,-1.6823121352582002,0.09900357931641926,Decrease
People,Valence_BL,0.036614627665724694,0.837104724585,0.3061772155056663,0.7607938362442574,Increase
