Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,1.745367528377819,10.234348486487542,1.1566597067629112,0.2535149298090596,Increase
People,Valence_BL,0.32236769963286616,0.2611622926791253,8.371821568810525,9.977482643643112e-11,Increase
