Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,1.596406709240998,2.7075309805243224,4.042211549579283,0.00019963024618585204,Increase
Empty,Valence_BL,-0.017853871313597953,0.47336401273698137,-0.25857473680418125,0.7971168965461599,Decrease
