Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-4.284561908689144,35.03635058141348,-0.8472433676309551,0.40115327115247323,Decrease
People,Valence_BL,0.2693454780200774,0.5940204638011007,3.1414409512727346,0.0029072709720100866,Increase
