Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,-0.6235818999297267,3.277097738809657,-1.3045268898610536,0.19854328470241964,Decrease
Empty,Valence_BL,0.11612234878984323,0.7250616038843429,1.097968380101191,0.27793238825401206,Increase
