Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,0.18895504676884156,4.169103161932305,0.3140049345274525,0.7549068286942591,Increase
Empty,Valence_BL,-0.054811144053636185,0.30810637153278736,-1.2325053305400013,0.2238903082413116,Decrease
