Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
People,Arousal_BL,-37.83637738048603,238.24102161134377,-1.088784512829205,0.2819204062068403,Decrease
People,Valence_BL,0.7838973941931103,1.0020457047095024,5.363158338471569,2.5747338107905805e-06,Increase
