Condition,Metric,Mean,Std,t_stat,p_value,Direction_vs_Baseline
Empty,Arousal_BL,-6.685956152827263,27.454218098219425,-1.6517083356353977,0.10555630999687385,Decrease
Empty,Valence_BL,0.7300794710212157,0.7207539204896195,6.870083874129605,1.5883372347189405e-08,Increase
